"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"MUC20.2",9.62929434531988e-28,1.15924148492975,0.273,0.053,5.66876558108982e-23,"intestinal crypt stem cell","MUC20"
"ZNF440.9",9.72178292070296e-28,1.22770620773952,0.378,0.093,5.72321360541783e-23,"intestinal crypt stem cell","ZNF440"
"SLC39A5.14",9.97204545060754e-28,1.35404947286269,0.622,0.2,5.87054315677266e-23,"intestinal crypt stem cell","SLC39A5"
"MUC20-OT1.6",9.97723492248729e-28,0.81663245984531,0.769,0.271,5.87359819886827e-23,"intestinal crypt stem cell","MUC20-OT1"
"RWDD2B.2",9.97914200443824e-28,2.17323793648967,0.189,0.029,5.87472089801279e-23,"intestinal crypt stem cell","RWDD2B"
"WDR5.2",1.02016315802141e-27,1.001098119701,0.294,0.061,6.00570051127205e-23,"intestinal crypt stem cell","WDR5"
"MKS1.2",1.03105194774445e-27,2.4780597648245,0.154,0.02,6.06980281637159e-23,"intestinal crypt stem cell","MKS1"
"GANAB.10",1.04095231821163e-27,0.786757153564058,0.517,0.149,6.12808629731188e-23,"intestinal crypt stem cell","GANAB"
"APTX.3",1.04399394250837e-27,1.34477063761575,0.35,0.083,6.14599233954675e-23,"intestinal crypt stem cell","APTX"
"BTBD2.8",1.04735450751897e-27,0.933091411660463,0.413,0.107,6.16577598576415e-23,"intestinal crypt stem cell","BTBD2"
"STYXL1.2",1.12693027874343e-27,2.06363646645639,0.252,0.048,6.63423855096258e-23,"intestinal crypt stem cell","STYXL1"
"VPS37C.4",1.1366401761309e-27,1.70164766585976,0.21,0.035,6.69140071688263e-23,"intestinal crypt stem cell","VPS37C"
"NUFIP1.3",1.16043882701677e-27,0.614594481740845,0.315,0.068,6.8315033746477e-23,"intestinal crypt stem cell","NUFIP1"
"WEE1.15",1.17675972274683e-27,0.666399059966228,0.741,0.26,6.92758448781058e-23,"intestinal crypt stem cell","WEE1"
"TTLL12.5",1.20441528191512e-27,1.59605732421793,0.364,0.09,7.09039276463431e-23,"intestinal crypt stem cell","TTLL12"
"PAN3.3",1.21342002525888e-27,1.01956119812079,0.434,0.113,7.14340368869902e-23,"intestinal crypt stem cell","PAN3"
"DBI.14",1.22548533434024e-27,0.80324724765015,1,0.645,7.21443216326098e-23,"intestinal crypt stem cell","DBI"
"PLCH1.2",1.28511643721207e-27,1.52069140628904,0.196,0.031,7.56548046586746e-23,"intestinal crypt stem cell","PLCH1"
"MARCH5.7",1.31380881477022e-27,0.460575829505314,0.524,0.149,7.73439249255228e-23,"intestinal crypt stem cell","MARCH5"
"FAM136A.7",1.34836281038215e-27,0.570373965046302,0.678,0.221,7.93781186471971e-23,"intestinal crypt stem cell","FAM136A"
"SP1.5",1.40478803108931e-27,0.731752339733006,0.476,0.132,8.2699871390228e-23,"intestinal crypt stem cell","SP1"
"ARL11.2",1.4285802879458e-27,2.29909167576622,0.147,0.018,8.41005215513695e-23,"intestinal crypt stem cell","ARL11"
"NR2F6.12",1.54030408569536e-27,0.997479540961963,0.65,0.218,9.06777015248859e-23,"intestinal crypt stem cell","NR2F6"
"BCAP31.9",1.54706798448192e-27,1.11767384371374,0.839,0.332,9.10758922464508e-23,"intestinal crypt stem cell","BCAP31"
"NDUFB6.6",1.57004517703312e-27,0.772756932588184,0.888,0.339,9.24285595719398e-23,"intestinal crypt stem cell","NDUFB6"
"BLOC1S5.1",1.57460186729988e-27,0.834272223582683,0.287,0.059,9.26968119279441e-23,"intestinal crypt stem cell","BLOC1S5"
"GSTK1.7",1.58475970858526e-27,1.25025346406908,0.923,0.478,9.32948040444145e-23,"intestinal crypt stem cell","GSTK1"
"TBPL1.5",1.63813105759748e-27,0.614928228862336,0.399,0.099,9.64367753607634e-23,"intestinal crypt stem cell","TBPL1"
"SRGN.16",1.63857887881135e-27,-10.9493235386945,0.007,0.495,9.64631385956242e-23,"intestinal crypt stem cell","SRGN"
"AASDHPPT.3",1.65721009052861e-27,0.31443005811894,0.441,0.114,9.75599580294191e-23,"intestinal crypt stem cell","AASDHPPT"
"STRBP.10",1.67610118649048e-27,0.654942418069143,0.587,0.18,9.86720768486948e-23,"intestinal crypt stem cell","STRBP"
"LCMT1.6",1.69003633044902e-27,1.41417478698872,0.441,0.121,9.9492438773534e-23,"intestinal crypt stem cell","LCMT1"
"HMBS.2",1.69211790356503e-27,1.97505365693559,0.322,0.074,9.96149809828732e-23,"intestinal crypt stem cell","HMBS"
"MFSD6L",1.69494647370194e-27,2.49262116406742,0.119,0.012,9.97814989068333e-23,"intestinal crypt stem cell","MFSD6L"
"DMRTA1",1.70004487744916e-27,2.89017862442388,0.119,0.013,1.00081641935432e-22,"intestinal crypt stem cell","DMRTA1"
"CD47.6",1.70250245455146e-27,0.48039287874104,0.769,0.263,1.00226319499444e-22,"intestinal crypt stem cell","CD47"
"EFNA3.2",1.70296060618411e-27,1.91959558364317,0.21,0.035,1.00253290886059e-22,"intestinal crypt stem cell","EFNA3"
"SNX30.6",1.70588103098692e-27,1.1265172862187,0.378,0.093,1.004252162942e-22,"intestinal crypt stem cell","SNX30"
"PARS2.1",1.71185035238291e-27,2.53586045428961,0.126,0.014,1.00776630244782e-22,"intestinal crypt stem cell","PARS2"
"PPP2R5E.5",1.7200451556345e-27,0.737464971086104,0.72,0.246,1.01259058312203e-22,"intestinal crypt stem cell","PPP2R5E"
"EPHA4.4",1.76302469573022e-27,1.6104290813962,0.266,0.053,1.03789263837638e-22,"intestinal crypt stem cell","EPHA4"
"SUGT1P3",1.77832086151035e-27,2.22344956364609,0.126,0.014,1.04689749117114e-22,"intestinal crypt stem cell","SUGT1P3"
"CCAR1.6",1.80172298205871e-27,0.693139519141972,0.699,0.235,1.06067431953796e-22,"intestinal crypt stem cell","CCAR1"
"ACO2.6",1.86580760084409e-27,1.17505184426029,0.685,0.24,1.09840093461691e-22,"intestinal crypt stem cell","ACO2"
"POLR1C.5",1.88449407861862e-27,0.925538092888891,0.399,0.101,1.10940166408278e-22,"intestinal crypt stem cell","POLR1C"
"SRPRB.6",1.94391865094437e-27,0.788229869269049,0.497,0.141,1.14438490981095e-22,"intestinal crypt stem cell","SRPRB"
"CHCHD6.2",1.97974023541639e-27,1.63631999184918,0.259,0.051,1.16547307658963e-22,"intestinal crypt stem cell","CHCHD6"
"TM4SF1-AS1",2.03992791514662e-27,2.91004447098016,0.112,0.011,1.20090556364681e-22,"intestinal crypt stem cell","TM4SF1-AS1"
"AC011481.1.6",2.14047853773576e-27,0.753139109770739,0.657,0.216,1.26009971516504e-22,"intestinal crypt stem cell","AC011481.1"
"RAPGEFL1.12",2.22586324677729e-27,1.03416390609673,0.524,0.155,1.31036569337779e-22,"intestinal crypt stem cell","RAPGEFL1"
"BAG1.11",2.2347803284184e-27,1.0116759082748,0.951,0.455,1.31561517933991e-22,"intestinal crypt stem cell","BAG1"
"NHLRC3.6",2.30008863124764e-27,1.04163368584075,0.434,0.116,1.35406217721549e-22,"intestinal crypt stem cell","NHLRC3"
"LNX1.4",2.35620874568548e-27,1.67068502666531,0.287,0.06,1.38710008858504e-22,"intestinal crypt stem cell","LNX1"
"MARK1",2.36437580592072e-27,2.54767625786925,0.105,0.01,1.39190803694553e-22,"intestinal crypt stem cell","MARK1"
"UBA3.2",2.3760621719818e-27,0.894968764162609,0.364,0.087,1.39878780064568e-22,"intestinal crypt stem cell","UBA3"
"DHFR.2",2.40918401084691e-27,1.19083313366859,0.238,0.043,1.41828662718557e-22,"intestinal crypt stem cell","DHFR"
"PPIL3.2",2.40925843501985e-27,1.2026676474337,0.322,0.073,1.41833044069619e-22,"intestinal crypt stem cell","PPIL3"
"MLYCD.3",2.4406751644277e-27,1.12878565850373,0.28,0.057,1.43682546929859e-22,"intestinal crypt stem cell","MLYCD"
"RNLS.2",2.46924677230827e-27,2.98272127558026,0.182,0.028,1.45364557485788e-22,"intestinal crypt stem cell","RNLS"
"ITFG1.7",2.50536870342419e-27,0.649205883501741,0.469,0.128,1.47491055570582e-22,"intestinal crypt stem cell","ITFG1"
"SMPDL3B.10",2.53142952762371e-27,1.37210939053602,0.413,0.11,1.49025256291208e-22,"intestinal crypt stem cell","SMPDL3B"
"ANXA3.10",2.54406352296214e-27,1.11492869612029,0.392,0.098,1.49769019596781e-22,"intestinal crypt stem cell","ANXA3"
"UBL7.2",2.61621988490734e-27,1.51672109065967,0.343,0.081,1.54016864624495e-22,"intestinal crypt stem cell","UBL7"
"NFU1.5",2.61788793535706e-27,0.762424244582219,0.573,0.176,1.5411506275447e-22,"intestinal crypt stem cell","NFU1"
"POP7.7",2.62321060568056e-27,0.82225995282407,0.524,0.153,1.54428408356415e-22,"intestinal crypt stem cell","POP7"
"SLC25A10.8",2.62683022715294e-27,1.3432320296503,0.385,0.097,1.54641495472494e-22,"intestinal crypt stem cell","SLC25A10"
"RNASET2.15",2.66720874738321e-27,0.903209788965261,0.923,0.401,1.57018578958449e-22,"intestinal crypt stem cell","RNASET2"
"ASH2L.2",2.71201610575779e-27,1.05772850246121,0.315,0.07,1.59656388145961e-22,"intestinal crypt stem cell","ASH2L"
"CSTF3.3",2.85815647622027e-27,1.3028715138087,0.294,0.063,1.68259671755087e-22,"intestinal crypt stem cell","CSTF3"
"AC008554.1.2",2.88126586391894e-27,1.45940291765908,0.21,0.035,1.69620121408908e-22,"intestinal crypt stem cell","AC008554.1"
"TCAF1.9",2.96864607844054e-27,0.929907035996718,0.406,0.105,1.74764194637794e-22,"intestinal crypt stem cell","TCAF1"
"NUDT5.10",2.9806031703935e-27,0.93342170148359,0.538,0.164,1.75468108641065e-22,"intestinal crypt stem cell","NUDT5"
"AHCYL1.9",3.20589517203425e-27,0.688467539321444,0.713,0.247,1.88731048777656e-22,"intestinal crypt stem cell","AHCYL1"
"GPBP1L1.9",3.25869963167511e-27,1.05142235991922,0.734,0.278,1.91839647316714e-22,"intestinal crypt stem cell","GPBP1L1"
"EPS8.13",3.27890323379546e-27,0.66249271002096,0.853,0.33,1.93029033373538e-22,"intestinal crypt stem cell","EPS8"
"TNS3.7",3.44431370337042e-27,1.3407610060258,0.357,0.087,2.02766747717417e-22,"intestinal crypt stem cell","TNS3"
"C12orf10.8",3.46048504666013e-27,1.03974104857872,0.476,0.135,2.03718754696882e-22,"intestinal crypt stem cell","C12orf10"
"TRMT1.3",3.54642184550065e-27,1.09380361501905,0.329,0.075,2.08777854044623e-22,"intestinal crypt stem cell","TRMT1"
"GSTM3.10",3.57758681810612e-27,0.444591024689829,0.622,0.193,2.10612535981907e-22,"intestinal crypt stem cell","GSTM3"
"TFCP2.3",3.67544834700294e-27,1.12721373053325,0.308,0.067,2.16373644188063e-22,"intestinal crypt stem cell","TFCP2"
"SLC2A10.3",3.73314152806702e-27,1.6070574862758,0.266,0.053,2.19770041757306e-22,"intestinal crypt stem cell","SLC2A10"
"C19orf54.1",3.81565311303818e-27,1.5475741742563,0.168,0.024,2.24627498764558e-22,"intestinal crypt stem cell","C19orf54"
"FIBP.7",3.86310253784038e-27,1.08178847745705,0.469,0.135,2.27420846402663e-22,"intestinal crypt stem cell","FIBP"
"C2orf15.1",3.92365527061352e-27,2.9753435551014,0.133,0.016,2.30985585781018e-22,"intestinal crypt stem cell","C2orf15"
"OSBPL1A.11",3.93832891112518e-27,0.805222813960423,0.517,0.155,2.31849422997939e-22,"intestinal crypt stem cell","OSBPL1A"
"NDUFC2.12",3.99436062036547e-27,0.874536951897265,0.923,0.381,2.35148009720915e-22,"intestinal crypt stem cell","NDUFC2"
"ATG14.4",3.99777826443237e-27,0.332743524755406,0.399,0.098,2.35349206427133e-22,"intestinal crypt stem cell","ATG14"
"AVL9.5",4.137732590222e-27,0.66945538680077,0.399,0.1,2.43588317586369e-22,"intestinal crypt stem cell","AVL9"
"RAB1A.12",4.18873421152009e-27,0.900627274798414,0.874,0.345,2.46590783032188e-22,"intestinal crypt stem cell","RAB1A"
"ITGB4.11",4.21421950015833e-27,0.43193823374783,0.573,0.174,2.48091101974321e-22,"intestinal crypt stem cell","ITGB4"
"TPM1.14",4.24676313973078e-27,0.667415845297573,0.986,0.497,2.50006946035951e-22,"intestinal crypt stem cell","TPM1"
"SLC30A5.6",4.36728974767401e-27,1.09198322314675,0.406,0.107,2.57102347445569e-22,"intestinal crypt stem cell","SLC30A5"
"TIMM50.6",4.38907646243519e-27,0.90166596160464,0.462,0.129,2.5838493134356e-22,"intestinal crypt stem cell","TIMM50"
"USO1.9",4.50976729753484e-27,0.923217565721532,0.552,0.171,2.65490000805876e-22,"intestinal crypt stem cell","USO1"
"PROM1.12",4.54582873586064e-27,1.83374120550841,0.385,0.099,2.67612937680116e-22,"intestinal crypt stem cell","PROM1"
"NOL4L.6",4.65776149151779e-27,0.890032285131876,0.427,0.113,2.74202419005652e-22,"intestinal crypt stem cell","NOL4L"
"TTYH3.2",4.74048926453624e-27,1.92551418141778,0.147,0.019,2.79072603003248e-22,"intestinal crypt stem cell","TTYH3"
"B3GALT1.2",4.98211088700765e-27,2.36093929196303,0.168,0.024,2.9329686791814e-22,"intestinal crypt stem cell","B3GALT1"
"WWP2.3",5.04658220721982e-27,0.837575141906719,0.35,0.082,2.97092294539031e-22,"intestinal crypt stem cell","WWP2"
"RHOT1.2",5.17701637653699e-27,1.22535635987113,0.294,0.062,3.04770954086732e-22,"intestinal crypt stem cell","RHOT1"
"SDCCAG8.8",5.27715098731747e-27,0.885815994854334,0.483,0.136,3.10665878623379e-22,"intestinal crypt stem cell","SDCCAG8"
"FOXP2.5",5.53563907325916e-27,1.49461427633276,0.308,0.068,3.25883072242767e-22,"intestinal crypt stem cell","FOXP2"
"SLC25A12.4",5.6373765439575e-27,1.69672765412927,0.308,0.068,3.31872357142778e-22,"intestinal crypt stem cell","SLC25A12"
"RNF170.2",5.89857302450344e-27,1.43019670421726,0.273,0.056,3.47248993952518e-22,"intestinal crypt stem cell","RNF170"
"USP40.2",5.90070889004817e-27,1.73760257933304,0.287,0.06,3.47374732357136e-22,"intestinal crypt stem cell","USP40"
"METTL1.3",6.17073526856304e-27,1.59056778530694,0.252,0.049,3.63271185260306e-22,"intestinal crypt stem cell","METTL1"
"ASL.9",6.21769272607585e-27,1.42483548760923,0.685,0.249,3.66035570784086e-22,"intestinal crypt stem cell","ASL"
"PDE8A.9",6.27767757256862e-27,0.917749051732204,0.636,0.213,3.69566878697114e-22,"intestinal crypt stem cell","PDE8A"
"ZNF140.1",6.2849405980139e-27,0.927257211396831,0.238,0.044,3.69994453005078e-22,"intestinal crypt stem cell","ZNF140"
"WDR89.2",6.45638243033953e-27,1.42858470402448,0.196,0.031,3.80087233674088e-22,"intestinal crypt stem cell","WDR89"
"PARD3.11",6.49640844910556e-27,0.898552506374934,0.49,0.139,3.82443565398844e-22,"intestinal crypt stem cell","PARD3"
"POLR3K.3",6.67373092412694e-27,1.2667346187396,0.322,0.074,3.92882539503353e-22,"intestinal crypt stem cell","POLR3K"
"RAMAC.1",6.76263365236419e-27,0.469377837459753,0.301,0.064,3.9811624311468e-22,"intestinal crypt stem cell","RAMAC"
"HAUS1.2",6.82493645635716e-27,1.37143956957281,0.301,0.065,4.01784009185746e-22,"intestinal crypt stem cell","HAUS1"
"MYO1C.10",6.86353691871215e-27,0.866595981433408,0.671,0.231,4.04056418404584e-22,"intestinal crypt stem cell","MYO1C"
"ECHDC2.12",6.91993648231554e-27,0.947975101275143,0.671,0.232,4.07376660713916e-22,"intestinal crypt stem cell","ECHDC2"
"WASHC3.8",7.0761867178224e-27,1.10681815665908,0.441,0.121,4.16575112078205e-22,"intestinal crypt stem cell","WASHC3"
"PIGN.5",7.20958674462704e-27,1.00013526995838,0.343,0.08,4.24428371656194e-22,"intestinal crypt stem cell","PIGN"
"TMEM33.6",7.4616302234506e-27,0.937282998041651,0.469,0.133,4.39266171254537e-22,"intestinal crypt stem cell","TMEM33"
"BRF2.2",7.82437122874263e-27,1.20973507347474,0.273,0.056,4.60620734236079e-22,"intestinal crypt stem cell","BRF2"
"ISX.11",7.88986308279105e-27,1.29453743913084,0.406,0.107,4.64476239683909e-22,"intestinal crypt stem cell","ISX"
"B3GALNT2.3",8.19536393907571e-27,0.734041397115465,0.364,0.088,4.82461075093387e-22,"intestinal crypt stem cell","B3GALNT2"
"XPO1.3",8.5366601334434e-27,0.532485737466386,0.615,0.193,5.02553182055813e-22,"intestinal crypt stem cell","XPO1"
"SH2D4A.11",8.54257420882608e-27,1.38663647489405,0.385,0.098,5.02901343673591e-22,"intestinal crypt stem cell","SH2D4A"
"PSMA4.8",8.62941537384247e-27,0.857286355027695,0.895,0.355,5.08013683058106e-22,"intestinal crypt stem cell","PSMA4"
"TMLHE.2",8.63068926190678e-27,2.02338045775687,0.203,0.034,5.08088676848452e-22,"intestinal crypt stem cell","TMLHE"
"STK38L.3",8.73881937040767e-27,0.942507662571613,0.42,0.112,5.14454296335899e-22,"intestinal crypt stem cell","STK38L"
"DNAJC19.6",8.73940713810698e-27,0.805179892713654,0.727,0.26,5.14488898220358e-22,"intestinal crypt stem cell","DNAJC19"
"CIAPIN1.4",8.93941782531585e-27,1.30281275189744,0.357,0.088,5.26263527376344e-22,"intestinal crypt stem cell","CIAPIN1"
"HEATR1.2",9.06624562011482e-27,0.834718935305562,0.336,0.078,5.3372987965616e-22,"intestinal crypt stem cell","HEATR1"
"MARCKS.13",9.29837253564224e-27,0.665452356309632,0.972,0.479,5.47395191173259e-22,"intestinal crypt stem cell","MARCKS"
"PPIP5K2.5",9.32493176316541e-27,0.813523629495895,0.601,0.194,5.48958732897547e-22,"intestinal crypt stem cell","PPIP5K2"
"RSL1D1.12",9.58086990036678e-27,0.825459428229059,0.986,0.461,5.64025811034592e-22,"intestinal crypt stem cell","RSL1D1"
"PATJ.13",1.02479845640046e-26,0.595360178474228,0.692,0.232,6.03298851282953e-22,"intestinal crypt stem cell","PATJ"
"AL513365.1.2",1.0731102528323e-26,0.65532999947607,0.364,0.088,6.31740005842374e-22,"intestinal crypt stem cell","AL513365.1"
"RRN3.4",1.07403703967772e-26,0.786669192001348,0.385,0.097,6.32285605258273e-22,"intestinal crypt stem cell","RRN3"
"RFT1.2",1.09887015143273e-26,1.73122443519319,0.21,0.036,6.46904858148448e-22,"intestinal crypt stem cell","RFT1"
"PLEKHA6.10",1.10534021606294e-26,0.887394796640512,0.469,0.131,6.50713785196252e-22,"intestinal crypt stem cell","PLEKHA6"
"STK39.11",1.13981152542039e-26,0.766977694237651,0.497,0.143,6.71007045014983e-22,"intestinal crypt stem cell","STK39"
"TMEM159.10",1.14104470986725e-26,0.93242700891526,0.497,0.147,6.71733020698852e-22,"intestinal crypt stem cell","TMEM159"
"CISH.2",1.14485298118406e-26,1.41617755023714,0.245,0.047,6.73974950023057e-22,"intestinal crypt stem cell","CISH"
"PIGO.2",1.14698235014538e-26,1.37437772088477,0.21,0.036,6.75228509530588e-22,"intestinal crypt stem cell","PIGO"
"GNG4.2",1.20346103245584e-26,2.12790165085194,0.126,0.014,7.08477509806751e-22,"intestinal crypt stem cell","GNG4"
"CPM.10",1.2631019463369e-26,0.604269715510085,0.517,0.151,7.43588115808531e-22,"intestinal crypt stem cell","CPM"
"LYRM9.2",1.32876882022457e-26,2.445093801182,0.168,0.024,7.82246204466203e-22,"intestinal crypt stem cell","LYRM9"
"ZNF629.2",1.36806722388762e-26,1.61881106324055,0.196,0.032,8.05381174702643e-22,"intestinal crypt stem cell","ZNF629"
"TRAPPC1.9",1.39422601602641e-26,0.486338634084259,0.804,0.282,8.20780855634745e-22,"intestinal crypt stem cell","TRAPPC1"
"C2CD5.4",1.40266170207093e-26,1.35162142360125,0.315,0.072,8.25746944009159e-22,"intestinal crypt stem cell","C2CD5"
"ELMOD2.3",1.45062823673495e-26,0.953312803171736,0.315,0.071,8.53984842965866e-22,"intestinal crypt stem cell","ELMOD2"
"HIGD1A.11",1.46031491443754e-26,1.09256176210085,0.727,0.267,8.59687390129379e-22,"intestinal crypt stem cell","HIGD1A"
"AGO1.4",1.55712101424036e-26,0.596876511508067,0.336,0.077,9.16677141083299e-22,"intestinal crypt stem cell","AGO1"
"GNA14.1",1.56617778122509e-26,2.05513742578171,0.119,0.013,9.22008859807212e-22,"intestinal crypt stem cell","GNA14"
"CTNND1.14",1.58205912370904e-26,0.642440488232679,0.909,0.35,9.31358206127511e-22,"intestinal crypt stem cell","CTNND1"
"CETN3.6",1.60761083903113e-26,0.900440008157761,0.371,0.091,9.46400500937628e-22,"intestinal crypt stem cell","CETN3"
"CROCCP2.1",1.62360626964215e-26,0.858856983921227,0.371,0.092,9.55817010938336e-22,"intestinal crypt stem cell","CROCCP2"
"PHF14.12",1.64426616424535e-26,0.566674175656662,0.671,0.225,9.67979490891238e-22,"intestinal crypt stem cell","PHF14"
"FEZ2.10",1.64757531557944e-26,0.660038568003511,0.594,0.187,9.69927588281616e-22,"intestinal crypt stem cell","FEZ2"
"PMPCB.4",1.67861475223428e-26,0.560966388056827,0.692,0.236,9.8820050464032e-22,"intestinal crypt stem cell","PMPCB"
"EXOSC4.5",1.68339281701695e-26,1.12868727465382,0.371,0.093,9.91013351377878e-22,"intestinal crypt stem cell","EXOSC4"
"ARHGEF28.4",1.70539399764125e-26,1.59870428456778,0.217,0.038,1.0039654464114e-21,"intestinal crypt stem cell","ARHGEF28"
"NDUFAF3.10",1.78365384172431e-26,0.700675527587626,0.734,0.264,1.0500370166231e-21,"intestinal crypt stem cell","NDUFAF3"
"TIMM9.9",1.79561883970723e-26,0.820808238339104,0.476,0.138,1.05708081093564e-21,"intestinal crypt stem cell","TIMM9"
"METTL23.6",1.8491761592827e-26,0.992697840528628,0.497,0.146,1.08861000496973e-21,"intestinal crypt stem cell","METTL23"
"UBA5.7",1.97085224084616e-26,1.00311162575114,0.399,0.105,1.16024071418614e-21,"intestinal crypt stem cell","UBA5"
"COX5B.14",1.97209544613455e-26,0.736651310388338,1,0.781,1.16097258913941e-21,"intestinal crypt stem cell","COX5B"
"MAN1B1.6",1.99651705482209e-26,0.998665027189545,0.392,0.1,1.17534959017377e-21,"intestinal crypt stem cell","MAN1B1"
"PAM16.1",2.02134478071776e-26,1.40304304372958,0.154,0.021,1.18996567240855e-21,"intestinal crypt stem cell","PAM16"
"PFAS.1",2.06451970781066e-26,1.6961391075701,0.161,0.023,1.21538275198814e-21,"intestinal crypt stem cell","PFAS"
"HSPA1A.11",2.07370178669319e-26,0.535671597214041,0.804,0.495,1.22078824182628e-21,"intestinal crypt stem cell","HSPA1A"
"SPINT1-AS1.13",2.10670515096325e-26,1.15392206860312,0.594,0.195,1.24021732237207e-21,"intestinal crypt stem cell","SPINT1-AS1"
"PARP3.2",2.1103334640447e-26,1.87684967239284,0.203,0.034,1.24235331028311e-21,"intestinal crypt stem cell","PARP3"
"DENND2A.9",2.12282725019541e-26,0.968899286103113,0.427,0.113,1.24970840219004e-21,"intestinal crypt stem cell","DENND2A"
"LLGL2.16",2.16425659933787e-26,0.946489546646599,0.881,0.365,1.27409786003021e-21,"intestinal crypt stem cell","LLGL2"
"TMPRSS2.12",2.20434345462793e-26,0.595653731502834,0.734,0.258,1.29769699173946e-21,"intestinal crypt stem cell","TMPRSS2"
"LAMTOR1.11",2.20880117560923e-26,1.13830183100666,0.755,0.301,1.30032125208115e-21,"intestinal crypt stem cell","LAMTOR1"
"NDUFV3.8",2.22264473788608e-26,0.643416454448251,0.825,0.299,1.30847095719354e-21,"intestinal crypt stem cell","NDUFV3"
"CCT7.10",2.23836725409737e-26,0.845414437583965,0.825,0.31,1.31772680248712e-21,"intestinal crypt stem cell","CCT7"
"EPPK1.13",2.24048276844581e-26,0.78950273190173,0.42,0.111,1.31897220578405e-21,"intestinal crypt stem cell","EPPK1"
"LRRC37A16P",2.38196304055843e-26,0.530233991020447,0.14,0.017,1.40226164197675e-21,"intestinal crypt stem cell","LRRC37A16P"
"NHLRC2.5",2.38581506109597e-26,0.798546762095239,0.35,0.083,1.4045293264672e-21,"intestinal crypt stem cell","NHLRC2"
"PRRC1.6",2.40483221018185e-26,0.890538930445436,0.427,0.117,1.41572472213406e-21,"intestinal crypt stem cell","PRRC1"
"FRYL.11",2.45023377511775e-26,0.896038367859685,0.895,0.394,1.44245262341182e-21,"intestinal crypt stem cell","FRYL"
"RNF5.8",2.48998321574524e-26,0.756425829304003,0.699,0.243,1.46585311910922e-21,"intestinal crypt stem cell","RNF5"
"NFIX.10",2.49254859825089e-26,0.767037601374445,0.455,0.128,1.4673633597903e-21,"intestinal crypt stem cell","NFIX"
"CAPS.4",2.52359688453156e-26,0.787746615359435,0.294,0.064,1.48564148592373e-21,"intestinal crypt stem cell","CAPS"
"RRP1.3",2.56675358560807e-26,0.510565801091513,0.392,0.099,1.51104783584747e-21,"intestinal crypt stem cell","RRP1"
"ZFYVE21.11",2.56893055829818e-26,1.1122615038861,0.427,0.116,1.51232941967014e-21,"intestinal crypt stem cell","ZFYVE21"
"AC009506.1",2.57960712080988e-26,2.38901485577977,0.14,0.018,1.51861471202078e-21,"intestinal crypt stem cell","AC009506.1"
"R3HDM1.3",2.59725712550051e-26,0.887618962182554,0.329,0.076,1.52900526978215e-21,"intestinal crypt stem cell","R3HDM1"
"SKAP2.9",2.63413242281406e-26,0.60120932390177,0.678,0.229,1.55071375731064e-21,"intestinal crypt stem cell","SKAP2"
"MARVELD3.15",2.64429946458116e-26,0.714586050011121,0.594,0.187,1.55669909479893e-21,"intestinal crypt stem cell","MARVELD3"
"RMDN2.3",2.70201177461846e-26,1.46718042180392,0.315,0.072,1.59067433171789e-21,"intestinal crypt stem cell","RMDN2"
"AC023043.1.2",2.81948453730708e-26,2.25323472597288,0.182,0.028,1.65983054711268e-21,"intestinal crypt stem cell","AC023043.1"
"KXD1.5",2.81960093147788e-26,1.26703829061736,0.476,0.14,1.65989906836103e-21,"intestinal crypt stem cell","KXD1"
"THSD4.4",2.82524035637897e-26,1.56416570063017,0.287,0.062,1.6632189978003e-21,"intestinal crypt stem cell","THSD4"
"WASHC5.2",2.94255698480584e-26,1.34324952820435,0.287,0.062,1.7322832969552e-21,"intestinal crypt stem cell","WASHC5"
"SND1.7",3.00673804175886e-26,0.844329273343523,0.538,0.167,1.77006668518344e-21,"intestinal crypt stem cell","SND1"
"RCC1L.4",3.04302774406778e-26,1.04388233248974,0.35,0.085,1.7914304329327e-21,"intestinal crypt stem cell","RCC1L"
"SDR42E1",3.05262148032282e-26,2.65795276600252,0.119,0.013,1.79707826546605e-21,"intestinal crypt stem cell","SDR42E1"
"PKP4.4",3.11062968043294e-26,1.39444249386726,0.308,0.069,1.83122769287087e-21,"intestinal crypt stem cell","PKP4"
"DUSP12.2",3.13435272861762e-26,1.22938922888788,0.322,0.074,1.8451934513372e-21,"intestinal crypt stem cell","DUSP12"
"GPRC5A.13",3.15257810045565e-26,0.603486495990301,0.86,0.357,1.85592272773824e-21,"intestinal crypt stem cell","GPRC5A"
"AAAS.2",3.15775983676078e-26,1.64265818033028,0.287,0.062,1.85897321590107e-21,"intestinal crypt stem cell","AAAS"
"MTFR1L.7",3.251443999157e-26,1.56726764402942,0.378,0.098,1.91412508230372e-21,"intestinal crypt stem cell","MTFR1L"
"TCERG1.4",3.30110626287489e-26,0.624480381843226,0.692,0.236,1.94336125695445e-21,"intestinal crypt stem cell","TCERG1"
"SIPA1L2.12",3.31621945009856e-26,0.618967977705495,0.643,0.212,1.95225839027302e-21,"intestinal crypt stem cell","SIPA1L2"
"VPS41.3",3.3754690871777e-26,1.15842586257949,0.371,0.094,1.98713865162151e-21,"intestinal crypt stem cell","VPS41"
"DCUN1D5.5",3.40795700481441e-26,0.464460337707764,0.434,0.117,2.00626428873425e-21,"intestinal crypt stem cell","DCUN1D5"
